language_name,language_synonym,approximate_latitude_of_language_variety,approximate_longitude_of_language_variety,state_territory
Mariyedi ,"Marijedi, Murijadi, Marijadi",-13.721021641961,130.05130789713,NT
Kerniyn'mi ,"Kerniynmi, Genhinjmi",-13.653748798659,133.58505062055,NT
Ngen'giwumirri,"Ngengiwumirri, Ngan, gi wumeri, Nangikurrunggurr, Nanggiomeri, Nangiomeri, Nangumiri, Nangimera, Nangimeri, Nanggiwumiri, Nangi wumiri, Ngen gomeri, Mariwumiri, Murin wumiri, Wumiri, Southern Daly language",-14.24563928321,130.46131063961,NT
Kundedjnjenghmi ,"Gundedjnjenghmi, Deynegmi, Deynekmi",-12.678797006489,133.42947679694,NT
Kuninjku ,"Guninjku, Bininj Bulkay, Kunwinjku Kunrayek, Kun rayek, kayakki, Na kerlk, Buboyen, an kerlk, Kune",-12.267661517906,134.04142237348,NT
Galduyh ,"Kaltuy, Rembarunga",-13.565604346328,134.38886244573,NT
Letpurrirt,Lhetburrirt,-14.155314254155,132.25380753215,NT
Ngarlahmi ,Ngarlami,-14.088364788678,132.35995922452,NT
Jaminjung ,"Djamindjung/Ngaliwuru, Djamindjung, Alura, Jaminjang, Tjaminjun, Djamundon, Murinyuwen, Djamindjun, Tjamindjung, Djamunjun, Kaminjung, Djamadjong, Murinyuwan",-15.154028288381,130.39030229891,NT
Urrirrk ,"Urrirk, Wurilg, Urilg, Wurdirrk ",-11.917680427487,132.64868498288,NT
Gidjurra ,"Didjurra, idjurra",-12.132752733411,132.93719448067,NT
Manangkarri ,"Mananggari, Naragani, Manangkari, Manangakardi",-11.555480905047,133.17252611089,NT
Ilgar ,"Yilga, Ilgarr, Iwaidjan",-11.07092598047,132.90742242194,NT
BININJ KUNWOK,"Kunwinjkuan, Bininj Gunwok",-12.577995865423,133.556635938,NT
Garig ,"Garik, Iwaidja, Gaari, Adawuli, Djalakuru, Garrig, Jaako, Jiwadza, Marlgu, Oitbi, Uruku, Wurango, Gurik, Gari, Iwaidjan",-11.24584450928,132.41840722713,NT
Ngaliwurru ,"DjamindjungINgaliwuru, Djamindjung, Ngaliwuru, Ngaliwerun",-16.07262772334,130.54232721557,NT
Gun-narda ,"Gunarda, Gu-jingarliya, Gujingaliya, Gidjingali, Martay, Burarra",-12.127895268284,134.66192125409,NT
Gun-narta ,"Gu-jingarliya, Gidjingali, An-barra, Anbara, Burarra, Burrara",-12.107131304473,134.48837780654,NT
Dhangu ,"Dangu, Yirgala, Thangu",-12.426984404463,136.60732559292,NT
Dhuwal ,"Dhuwal/Dhuwala, possibly also Dhuwaya, Duwal, Murngin, Wulamba, Balamumu, Barlamomo, Barlamumu, Malag, Marlark, Arrawiya, Banjarrpuma, Bilamandji Dhurili, Durilji, Tuwal
",-12.71246520501,136.00985748366,NT
Dhuwala ,"Duwala, Duala, Du:ala, Murngin, Wulamba, Tuwala",-12.654045147572,135.95812025518,NT
Tiwi ,"Tunuvivi, Diwi, Nguiu, Nimara, Wonga:k, Wongak, Woranguwe, Wunguk, Wunuk, Yeimbi, Ni mara",-11.563361220759,130.75974911356,NT
Gumadir ,Gunwinggu,-12.481126101165,133.56360614789,NT
Djangu ,"Django, Tyangu",-12.147402815005,136.42130478688,NT
Larrakia ,"Larrakiya, Gulumirrgin, Laragia, Larakia, Binnimiginda, Gunmajerrumba, Laragai, Laragiya, Larakeeyah, Larakiya, Larikia, Larragea, Larrakeah, Larrakeeha, Larrakeeyah, Larrakiha, Larreekeeyah, Larrekiya, Larriguia, Larrikaa, Larrikia, Larrikiha, Larrikiya, Larriquia, Marri, Woolsoongah, Larragia, Larekia, Ngandalagarak Larrakeah, Larrak eah, Gulumoerrgin",-12.51763346522,130.84139962194,NT
Nhangu ,"Nango, Nangu, Murungga, Miarrmiarr",-11.85322092545,135.70220743368,NT
Malak Malak ,"Mullukmulluk, Gamu, Junggor, Kamor, Madngela, Matngela, Mulluk Mulluk, Ngulul Wanggar, Wooliana, Yunggor, Djiramo, Malack malack, Malag Malag, Malagmalag, Mallackmallack, Mallak mallak, Mollak mollak, Mullik mullik, Mullikmullik, Mulukmuluk, Ngolak wonga, Ngolokwangga, Ngoluk wanggar, Ngulugwongga, Ngulukwongga, Nguluwongga, Valli valli, Mollakmollak, Mullu Mulluc, Ngolok Wangar, Ngululwanga, Ngulugwanga, Northern Daly language",-13.548773042487,130.55241427694,NT
GIIMBIYU ,"Giimbiyu, Arnhem Land, Daly River Region Languages, Geimbio",-12.480824015895,133.05641173628,NT
Muralidban ,Gunwinggu,-12.241199718544,134.18240593369,QLD
Gonbudj ,"Konbudj, Bardaya, Mabakala, Ngunbudj, Gunbudj, Koarnbut, Ngonbudj, Ba'rdaaya, Badaya",-12.453436261982,132.15649887042,NT
Kiyuk,"Giyug, Daly languages",-13.16822762497,130.05352055453,WA
Warray ,"Waray, Awara, Parlamarnyin, Warai, Wolwonga, Arwur, Awarai, Awarra, Awarrai, Warei, Warrai, Wulwongga, Woolwonga, Gunwinyguan",-13.163241744303,131.25381620883,NT
Yunggor ,"Madngele, Eastern Daly language",-13.597300238836,130.41340568012,NT
Wagiman ,"Wageman, Airiman, Tagoman, Wagoman, Ongkakaringa, Wagaman, Wogeman, Wongkakaringa, Wakiman, Wogeman; Wongkakaringa",-14.012172251408,131.16935888386,NT
Nungali ,"Nungulu, Jilngali, Ilngali",-15.590178428466,130.85709333183,NT
Wuna ,"Wulna, Woolna, Djerimanga, Beriguruk, Wolna, Woolner, Wulnar, Birrigarak, Berrigurruk, Berugurruk, Djeramanga, Jermangel, Waak, Woolnah, Woolner for Djerimanga, Perrigurruk, Eri, Erei, Rereri, Reveri for Beriguruk, Wunna",-12.475167242034,131.37297187474,NT
Murrinh-Patha ,"Murrinh patha, Murinbata, Muringura, Murrinhkura, Murinjbada, Murinypata, Murinypatha, Murrinh diminin, Murrinh gurra, Murrinhpatha, Murinjpata, Murinbada, Marri wutha, Karama, Garama, Karaman, Murinkura, Nagor, Nangu, Mariwada, Mariwuda, Southern Daly language",-14.747346346964,130.00346421595,NT
Batjamalh,"Wadjiginj, Wadjiginy, Wadyiginy, Patjtjamal, Wagait, Waggite, Wogait, Batjamal, Batjemal, Bajamala, Batyamal, Batymal, Wadjigin, Wadjingy, Wadjigany, Wogatj, Wagaitj, Worgait, Worgite, Waggait, Waggote, Waggate, Wagatsch, Waogatsch, Wadjinginj, Waggites, Wargad, Wogadj, Worgaid, Worgaidj, Wogath, Wogaity, Wogite, Wogaidj, Wogait is a misnomer for Wadyiginy, Their langauge Wadyiginy, which has another sub dialect called Batyamal, Wadyiginy has several variant spellings, namely, Wdadjingi, Amijangal, Ami, Wa gait, Wagaidj, Wagite, Waggute, Murinwargad, Daly River language.",-13.208840010675,130.27404035772,NT
Wulwulam ,"Beriguruk, Aggradundi, Aggrakundi, Agigondin, Agikwala, Agiqwolla, Agiwallem, Agoguila, Agrakundi, Agrikondi, Aquguila, Awinmil, Awinmul, Awinnmull, Giyuk, Oolawunga, Oolwunga, Peron Island, Wia willam, Wilwangga, Wolna, Wolonga, Wolwanga, Wolwongga, Woolwonga, Wulna, Wulnar, Wulwanga, Wulwonga, Wulwullam, Wuna, Wailwullam, Oola wunga, Gunwinyguan.",-13.641713801431,132.05463210846,NT
Kamu ,"Malak Malak, Gamu/Kamor, Gamu, Junggor, Kamor, Madngela, Matngela, Mulluk Mulluk, Ngulul Wanggar, Wooliana, Yunggor, Gamor, Gamy, Kamorrkir, Komorrkir, Murra Kamangee, Ngangigmor, Eastern Daly language",-13.612558220435,130.77845772138,NT
Wardaman ,"Wadaman, Wadderman, Waderman, Waduman, Warduman, Wartaman, Wordaman, Wardeman",-15.356928062799,131.52699746908,NT
Bilinarra ,"Pilinara, Ngarinman, Bunara, Bilinara, Bilinurra, Bilyanarra, Bilyanurra, Plinara, Pillenurra, Billianera, Bulinara, Bringara, Boonarra",-16.966859566959,130.74496547137,NT
Wurrugu ,"Popham Bay language, Iyi, Limpapiu, Wurango, Iji, Jarle, Lyi, Urugu, Warange, Warragu, Warrka, Warrooka, Wurengo, Wurruga, Yarlo, Wurangu, Wurrunga, Wurrango, Wuruku, Uruku, Auwul warwak, Wareidbug, Woreidbug, Warooko, Jalo, Limba Karadjee, iwaidjan",-11.36143458276,132.09312361872,NT
Uwinymil ,"Uwinjmil, Awinjmil, Winjmil, Limilngan, Norweilemil, Beriguruk, Djowei, Lemil, Minidja, naWinjmil, Noalanji, Norweilimil, Awinmul, Uwiynmirr, Awinymil, Ngalwenmil, Agiwallem, Noalanji for Norweilemil, Awinnmull, Awinmil for Awinmul, Gunwinyguan.",-13.311520478115,131.77548042017,NT
Dagoman ,"Wagiman, Tagoman, Airiman, Wagoman, Wogba, Togeman, Dogeman, Togiman",-14.441000044493,131.87759795897,NT
Iwaidja ,"Iwaydja, Adawuli, Djalakuru, Gaari, Garrig, Jaako, Jiwadza, Marlgu, Oitbi, Uruku, Wurango, Eae warge ga, Eaewandja, Eaewardja, Eaewarga, Eawaitja, Eewardja, Eiwaja, Gari, Idjduwa, Ilkar, Iwaidji, Iwaija, Iwaiji, Iwaji, Iyi, Jewitcha, Ji:wadja, Jiwadja, Jiwaidja, Juwadja, Limba Kar adjee, Limba karadjee, Limbakaraja, Manduwid, Ngadalwuli, Oidbi, Tarula, Unalla, Uwaidja, Yiwadja, Yiwadya, Yiwayja, Yiwaidja, Iwaja, Limba Karadjee, Iwadja, Yiwaydja, Iwaidjan",-11.612947182736,132.69622018507,NT
Ngaduk ,"Gagudju, Ngardok, Kakadu, Kakudju, Aragu, Ad dok, Bimbirik, Gnaruk, Ngadok, Ngadug, Ngadulg, Ngardog, Ngarduk, Ngardulk, Ngarug, Ngaruk",-12.21167798551,132.59603008152,NT
Ngombur,"Ngumbur, Ngurmbur, Ngombur, Murumburr, Ambugula, Ambuku:la, Corm bur, Gnormbur, Gnornbur, Gnumbu, Koarnbut, Nambuguja, Ngorbur, Ngorm bur, Ngormbur, Ngumbu, Numbugala, Oorm bur, Oormbur, Umbugarla includes Umbugarla proper, It also appears that it may have included Bugurnidja, Numbu gala",-12.79362392391,132.12958497813,NT
Limilngan ,"Limit, Minitja, Beriguruk, Djowei, Lemil, Minidja, naWinjmil, Norweilemil, Baneidja, Banidja, Banindja, Buneidja, Buneidya, Manidya, Minnitji, Peneitja, Punaka, Puneitja, Punuurlu, Manidja, Menassie, Buneitja",-12.525601826077,131.72401076624,NT
Bugurnidja ,"Bugurndidja, Bukurnidja, Banidja, Buneidja, Puneitja, Wada, Watta, Bin gongina, Bingongina, Bugongidja, Bugunidja, Bukurni:dja, Barnidja",-12.765910968769,132.70212951064,NT
Mbukarla,"Umbugarla, Puneitja, Bugula, Numbugala, Ambugala",-12.983006563056,132.36658194341,NT
Mayali,"Gunwinjgu, Mayali, Bininj Gun wok, Neinggu, Gunwinggu, Kundjeymi, Djeibmi, Gundjeibmi, Maia:li, Maiaili, Maiali, Maiawali, Maieli, Maielli, Mailly, Majali, Majeli, Majuli, Mayaalia, Mayuli, Miorli, Myali, Myall, Myallee, Myoli, Puruga, Rembarunga, Rembarrnga, Rembaranga, Rembarnga, Rem branga, Ranjbarngo, Rainbarngo, Reinbaranga, Rem barrna",-14.080326620928,132.45369466363,NT
Marrku ,"Marrgu, Terrutong, Yaako, Raffles Bay language, Croker Island language, Margu, Iwaidja, Marlgu, Adawuli, Djalakuru, Gaari, Garrig, Jaako, Jiwadza, Oitbi, Uruku, Wurango, Ajokoot, Mago, Margo, Terutong, Yako, Iwaidjan",-11.157663294781,132.56024002887,NT
Amurdak ,"Amurdag, Wardadjbak, Amooridiyu, Amarag, Amarak, Amurrag, Amurag, Amurrak, Amurtak, Amuruk, Mamurug, Monobar, Namurug, Ngamrrak, Ngamurag, Ngamurak, Umoordak, Umoreo, Umoriu, Amardak, A'moordiyu, Woraidbug, Mono bar, Iwaidjan",-11.950287363885,132.87361226866,NT
Gaagudju ,"Gagadu, Gagudju, Kakadu, Kakudju, Ngardok, A:rwu:r, Abedal, Abiddul, Arwur, Auwur, Awur, Gagadju, Gagadyu, Ka:ka:dju, Kadadju, Kakakta, Kakata, Kakatu, Karkadoo, Karkardoo, Kukata, Katata, Abedal, Gaguju, Kakaju, Awoy, Kakadju",-12.434077327456,132.671608496,NT
Wada,"Bukurnidja, Wada/Watta, Banidja, Buneidja, Puneitja, Watta, Marianbirik, Marigianbirik, Wa:a, Wad:a, Wadjigi:n, Wadaa, Wadda",-12.469898570642,132.56365390608,NT
Mengerrdji ,"Mangerr, Gunwinggu, Mengerrdji/Menngarr, Kunwinjku, Mangeri, Menngarr, Ari, Eireij, Ere, Erei, Erej, Erre, Mangerei, Mennagi, Mengerei, Mengerdji, Mangerdji, Mengerr, Manger, Mangarryu, Mangeryu, Berrigurruk ; Erei ; Eri ; Rereri ; Reveri ; Mirarr",-12.350974624518,133.0237758697,NT
Erre ,"Rereri, Erei, Eri, Arra",-12.42608346237,133.0652285137,NT
Jawoyn ,"Jawonj, Adowen, Gundjawan, Djauan, Djauwuny, Djawin, Charmong, Chau an, Chauan, Djauun, Djauwung, Djawan, Djawanj, Djawun, Djouan, Djowan, Djowei, Jauan, Jawin, Juauan, Kumertuo, Lebryryd, Nggandindmi, Tjauen, Tjawen, Tjouen, Tweinbol, Wonborngu, Jawony",-13.897300406584,133.03846083302,NT
Menthe,"Menhthe, Daktjerat, Murinwargad, Wagaid, Wagaidj, Wagait, Wagaitj, Wagatsch, Waggait, Waggate, Waggite, Waggote, Waggute, Wagite, Waogatsch, Wargad, Wodadj, Wogadj, Wogait, Wogaity, Wogatj, Wogaty, Wogite, Worgaid, Worgaidj, Worgait, Worgite, Menthajangal, Menthe Yangal, Manthi Yangal, Murrinh Menthe, Murrinh Mentherr, Mendajangal, Western Daly language.",-13.637667770393,129.92067307134,NT
Dalabon ,"Ngalkbun, Dangbon, Dalabon ?Gundangbon, Dangbon/Dalabon, Gundalabon, Dangbun, Ngalkbon, Ngalgbon, Ngalgbun, Ngalkbon consist of the word for 'mouth? in the relevant language plus an element bon, Buan, Bu:wan, Boun",-13.316255495519,134.02930903644,NT
Mawng ,"Maung, Mawung, Gun marung, Gunmarung, Managari, Manangari, Marung, Mau, Maw, Men ngai, Kunmarung, Mauung, Gunmarang, Iwaidjan",-11.813898254873,133.36400767602,NT
Kunwinjku ,"Gunwinjgu, Mayali, Bininj Gun wok, Neinggu, Gunwinggu, Mangeri, Mengerrdji, Menngarr, Gumawurag, Gunawitji, Gundeidjeme, Gundeijeme, Gundjajeimi, Gundjeibmi, Gundjeipmi, Gunei, Gunrerg, Gunwinghu, Gunwingo, Gunwingu, Gunwinngu, Gunwinygu, Gunwunei, Gurmadja madja, Koorunge, Koorungo, Kulunglutchi, Kulunglutji, Kulungutchi, Kuninjku, Mangaridji, Margulitban, Muralidan, Neing gu, Neinggu, Neinngu, Unigangk, Urnigangg, Wengei, Wengej, Wengi, Wunei, Gunwiggu, Witji, Maielli, Majali, Gundja jeimi, Kunwinku",-12.173506301911,133.48273449547,NT
Urningangk ,"Urningangg, Wuningangk, Uninganangk, Wata, Uningangg, Uningangk, Wuningak, Wuningag, Mirarr",-12.5457157709,133.05649225086,NT
Yangman ,"Jangman, Yungman, Jongman, Jungman, Yungmanni, Yungmun, Yungmunee, Yungmunnee, Yungmunni, Yung munni",-15.414291460469,132.49948283474,NT
Kunbarlang ,"Gunbarlang, Gunbalang, Gambalanga, Walang, Gambalang, Geimbio, Gimbarlang, Gunba:lang, Gunbalag, Gunbalong, Gunbulan, Gurmadja madja, Warlang, Gunba:lan",-11.932246158271,133.89389112265,NT
Marrithiyel^ ,"Marithiel, Brinken, Marri Ammu, Marridan, Marrisjefin, Matige, Berinken, Berinkin, Berringin, Brinkan, Magatige, Marathiel, Maridhiel, Maridiel, Maridiyal, Maridiyel, Marithid, Maritige, Muringa, Muringata, Muringe, Maridjiel, Maridhiyel, beringken, commonly adapted into English as Brinkin, Western Daly language.",-13.834648747329,130.01293523915,NT
Kune ,Gunwinggu,-12.398006797043,134.38659890372,NT
Kundjeyhmi,"Kundjeymi, Djeibmi, Gundjeibmi, Mayali, Gundeidjeme, Gundeidjemi, Gundjeipmi, Djebmi, Gunwinggu, Gundjepmi, Gundjipmi, Gundeij e me, Djeihmi, Djepmi, Maiali, Gunwingu, Gunwingo, Wengi, Wengei, Wengej, Kulunglutji, Kulunglutchi, Gundja jeimi, Gundeijeme, Margulitban, Unigangk, Urnigangg, Koorungo, Neinggu, Neinngu, Mangaridji, Mangeri, Mirarr",-12.925860559178,132.87456038763,NT
Yan-nhangu ,"Yannhangu, Jarnango, Jaernungo, Janango, Jandango, Janjango, Jannangu, Jarnangu, Jarrangu, Kokolango, Yaernungo, Yandango, Yarnango, Yarrnangu, Yorngar, Nango, Yanna?u, Yaerungo, Murru?un, Djina?, Gunbirri, Mälarrai, Malarra, Malara, Yalnumata",-12.007678358496,135.23641689697,NT
Rembarrnga ,"Rembarunga, Rembarnga, Rainbarngo, Rambarrnga, Ranjbarngo, Ranjbarngu, Reinbaranga, Rembaranga, Rembarn nga, Rembarrna, Rembarrngu, Rembranga, Rainbarno, Remberanga, Rambarrna, Rem branga, Rem barrna, Maia:li, Maieli, Majali, Maiali, Maielli, Gunwinyguan",-13.231028553937,134.45410813993,NT
Ndjébbana,"Ndjebanna, Gunavidji, Kunibidji/Gunavidji, Ndeya, Gidjiya, Djeebbana, Gunibidji, Kunibidji, Behribmej, Djapena, Gidjia, Gidjiya, Djeepana, Grunavidji, Gudjia, Gunabidji, Gunabwidji, Gunadidji, Gunaviji, Gunawitji, Gunjibidji, Gurmadja madja, Jibidji, Kulunglutchyi, Witchi, Witji, Ndjéya, Gijiya",-12.155548200634,134.27438255518,NT
Gurr-goni ,"Gurrgoni, Gungorrogone, Gudjartabiyi, Guragone, Gungurugoni, Gungorogone, Gorogone, Gungarawoni, Gungoragone, Gungoro:lgo:ngi, Gungurulgungi, Gutjertabia, Gurugoni, Gungoragoni, Gungorragonni",-12.228413134459,134.28670643143,NT
Ngalakgan ,"Ngalakan, Hongalla/Hongalla, Nala nalagen, Nalagen, Nalakan, Ngalagan, Ngalagkan, Ngalarkan, Ngulkpun, Nullakum, Nullakun, Nullikan, Nullikin, Ngalbon, Hongalla, Nallakum, Ngalar kan, Gunwinyguan",-14.283992459345,134.27075294971,NT
Mangarrayi ,"Ngarrabadji, Mangarayi, Mungarai, Mangarai, Mangarei, Mangerei, Manggarai, Mungerry, Walooka, Mungari, Ngarrabadji, Mangarray, Mangarai",-14.891246591934,133.61915448548,NT
Ngan'gikurunggurr ,"Ngangikurunggurr, Ngan, gi kurunggurr, Nangikurrunggurr, Nordaniman Nordan imin, Southern Daly language, Nangikurungur, Ngangikurungur",-14.185570955859,130.10371727698,NT
Nakkara ,"Na kara, Gukariya, Nakara, Nagara, Kokori, Kukkori, Nackara, Naga:ra, Naka:ra, Narkarrar, Ngara, Gukari",-12.0844571279,134.36422035541,NT
Gun-nartpa ,"Gu-jingaliya, Gujingaliya, Gudjarlabiya, Burarra, Guadba, Gunaidbe, Gunardba, Kun nartpi, Mugali, Mu-golarra, Mukarli",-12.219203821555,134.55025026897,NT
Burarra ,"Gu-jingaliya, Gujingaliya, Anbarra, Gadjalivia, Gidjingali, Bara, Barada, Barara, Barea, Barera, Baurera, Bawera, Birarra, Burada, Burara, Burera, Gidjingale, Gudjalayia, Gurmadja madja, Jikai, Ku jarlapiyi, Tchikai, Tha ra ra burra, Thar ar ra burra, Toolginburra, Anbara, Burrara",-12.161770746066,134.5807095628,NT
Yugul ,"Arnhem Land, Daly River Region Languages, Jugul, Mara, Yukul, Jokul, Yikil, Yookil, Yookull, Yookala, Yikul",-14.746236748197,134.83074376228,NT
Marridan ,"Maridan, Marrithiyel, Brinken, Marri Ammu, Marrisjefin, Matige, Murindan, Nordanimin, Maredan, Western Daly language.",-13.9993372625,130.17682357301,NT
Ngandi ,"Ngundi, Nagandi, Nagandji, Nanda, Nandi, Ngalbon, Ngalgbun, Gunwinyguan",-14.008594882317,134.90638889763,NT
Alawa ,"Galawa, Warliburru, Wilingura, Ngewin, Alawa; Alaua, Allaua, Allaura, Allawa, Allowa, Allowiri, Allua, Alowa, Galleewo, Kallaua, Leealowa, Woolooami, Kallana, Walkonda, Walooka, Alaua, Galleewa, Woo looami",-15.523673824618,134.47958643695,NT
Djinang ,"Djinang dialects, Yolngu, Ritharngu, Daii, Diakui, Djinba, Jandjinung, Yandijinang, Yandjinung, Jinang, Jandji:nangc, Jandjinang, Jand jinung, Yandjinning, Yandjinang, Djinnang, Djinhang, Milingimbi, Millingimbi, Wulllakki, Wulaki, Ullaki, Wulagi, Balmbi, Balmawi, Barlmawi, Manjarngi, Manyarrngi, Mun narngo, Manarrngu",-12.33789405962,134.86349777477,NT
Djinba^,"Yolngu, Ritharngu, Daii, Diakui, Djinang, Jinba, Djimba, Outjanbah, Gunalbingu, Ganalbwingu, Kurkamarnapia",-12.761852777698,135.00458122839,NT
Wilingura ,"Alawa, Leewillungara, Leewillungarra, Wilanggara, Wilinggura, Willangan, Willngura, Willongera, Wilungwara, Wilangarra, Wilung wara",-15.708561929459,135.93068308194,NT
Broome Pearling Lugger Pidgin ,"Broom Creole, Koepang Talk, Malay Talk, Japanese Pidgin English",-17.929955022136,122.29890057998,WA
Warki ,"Ngarrindjeri, Jarildukald, Meintangk, Pirtulun, Ramindjeri, Tanganukald, Gorawalun, Koraulun, Korowalle, ""Milang dialect"" Wakend, Warkend, Wargi, Wakend, Milang dialect",-35.460005005508,138.85094630192,SA
Ngawadj,"Meru, Ngawait, Erawirungand, Rankbirit, Ngintait, Ngaralta, Nganguruku, Ngaiawung, Barmerara Meru, Binjali, Eritark, Muljulpero maru, Nanait, Narwejung, Narwijjerook, Narwijjong, Nauait, Ngawaijung, Ngawaitjung, Ngawijung, Niawoo, Njawatjurk, Nyauaitji, Wem:ara, Nunait, Nyauaitj, Nar wijjong, Nja watjurk",-34.224469830423,140.22562948312,SA
Tanganekald ,"Tangane, Ngarrindjeri, Tanganukald, Jarildukald, Meintangk, Pirtulun, Ramindjeri, Warki, Danganalun, Milmenrura, Polenjunga, Portaruwutj, Potangola, Narrinjeri, Taloinjunga, Tanganalum, Tatiara, Tatiarra, Tattayarra, Thunga, Thungah, Tonggi, Tunga, Tyatyalli, Tyeddyuwurru, Wepulprap, Werekatyalli, Wirigirek, Woychibirik, Yaran, Tenggi, Danganegald, Tanganalun, Thangani, Tangalun, Tanganikald, Tanganarin, Tangani, Tananalun, Dangani, Tenkinyra, Milmendura, Milmendjuri, Milmain jericon, Kalde, Wattatonga",-36.089402481252,139.56909722523,SA
Tanganekald ,"Tangane, Ngarrindjeri, Tanganukald, Jarildukald, Meintangk, Pirtulun, Ramindjeri, Warki, Danganalun, Milmenrura, Polenjunga, Portaruwutj, Potangola, Narrinjeri, Taloinjunga, Tanganalum, Tatiara, Tatiarra, Tattayarra, Thunga, Thungah, Tonggi, Tunga, Tyatyalli, Tyeddyuwurru, Wepulprap, Werekatyalli, Wirigirek, Woychibirik, Yaran, Tenggi, Danganegald, Tanganalun, Thangani, Tangalun, Tanganikald, Tanganarin, Tangani, Tananalun, Dangani, Tenkinyra, Milmendura, Milmendjuri, Milmain jericon, Kalde, Wattatonga",-36.089402481252,139.56909722523,VIC
Yirawirung ,"Meru, Erawirungand, Ngawait, Rankbirit, Ngintait, Ngaralta, Nganguruku, Ngaiawung, Eramwirrangu, Eraweerung, Erawirrangu, Erawiruck, Erawirung, Jeraruk, Jirau, Jirawirung, Juju, Pomp malkie, Willoo, Wilu, Yerraruck, Yiran, Yirau, You you, Yuyu, Eramwir rangu",-34.267079105536,140.53283477021,NSW
Yirawirung ,"Meru, Erawirungand, Ngawait, Rankbirit, Ngintait, Ngaralta, Nganguruku, Ngaiawung, Eramwirrangu, Eraweerung, Erawirrangu, Erawiruck, Erawirung, Jeraruk, Jirau, Jirawirung, Juju, Pomp malkie, Willoo, Wilu, Yerraruck, Yiran, Yirau, You you, Yuyu, Eramwir rangu",-34.267079105536,140.53283477021,SA
Bungandidj^ ,"Bungandik, Bundanditj, Buandig, Bunganditj, Bangandidj, Barconedeet, Boandik, Boandiks, Booandik, Booandik ngolo, Borandikngolo, Buandic, Bak on date, Buandik, Buanditj, Bungaditj, Bungandaetch, Bungandaetcha, Bungandaitj, Bungandidy, Bunganditjngolo, Bungandity, Burhwundeirtch, Drualat ngolonung, Mount Gambier dialect, Nguro, Pundandik, Pungandaitj, Pungandik, Pungantitj, Smokey River tribe, Pungatitj, Rivoli Bay tribe, Boandic, Drualatngolonung, Drualat Ngolonung, Booandki ngolo, Mount Gambier tribe, Bugandity, Booganity, Booganitch, Nguro people, Bungadidj, Boan diks, Smoky River tribe",-37.225251721763,140.51174847592,SA
Bungandidj^ ,"Bungandik, Bundanditj, Buandig, Bunganditj, Bangandidj, Barconedeet, Boandik, Boandiks, Booandik, Booandik ngolo, Borandikngolo, Buandic, Bak on date, Buandik, Buanditj, Bungaditj, Bungandaetch, Bungandaetcha, Bungandaitj, Bungandidy, Bunganditjngolo, Bungandity, Burhwundeirtch, Drualat ngolonung, Mount Gambier dialect, Nguro, Pundandik, Pungandaitj, Pungandik, Pungantitj, Smokey River tribe, Pungatitj, Rivoli Bay tribe, Boandic, Drualatngolonung, Drualat Ngolonung, Booandki ngolo, Mount Gambier tribe, Bugandity, Booganity, Booganitch, Nguro people, Bungadidj, Boan diks, Smoky River tribe",-37.225251721763,140.51174847592,VIC
Bindjali / Bodaruwitj,"Bodaruwidj, Bundyalli, Potangola, Potaruwutj, Weregadjali, Cangarabaluk, Coolucooluk, Dadiera, Danganalun, Danganegald, Dangani, Djadjala, Jaran, Kalde, Kangarabalak, Milmainjericon, Milmendjuri, Milmendura, Milmenrura, Padthaway tribe, Polenjunga, Polinjunga, Portaruwutj, Taloinjunga, Tananalun, Tangalun, Tanganalum, Tanganalun, Tanganarin, Tangane, Tanganekald, Tangani, Tanganikald, Tatiara, Tatiarra, Tattayarra, Tenggi, Tenkinyra, Thunga, Thungah, Tonggi, Tunga, Tyattyalla, Tyatyalli, Tyeddyuwurru, Wattatonga, Wepulprap, Wereka, Wereka tyalli, Werekarait, Werekatyalli, Wergaia, Wirigirek, Woychibirik, Wra gar ite, Yaran, Tatiara dialect, Polin junga, Kangara balak, Padtha way tribe",-36.422927674455,140.49163512472,SA
Bindjali / Bodaruwitj,"Bodaruwidj, Bundyalli, Potangola, Potaruwutj, Weregadjali, Cangarabaluk, Coolucooluk, Dadiera, Danganalun, Danganegald, Dangani, Djadjala, Jaran, Kalde, Kangarabalak, Milmainjericon, Milmendjuri, Milmendura, Milmenrura, Padthaway tribe, Polenjunga, Polinjunga, Portaruwutj, Taloinjunga, Tananalun, Tangalun, Tanganalum, Tanganalun, Tanganarin, Tangane, Tanganekald, Tangani, Tanganikald, Tatiara, Tatiarra, Tattayarra, Tenggi, Tenkinyra, Thunga, Thungah, Tonggi, Tunga, Tyattyalla, Tyatyalli, Tyeddyuwurru, Wattatonga, Wepulprap, Wereka, Wereka tyalli, Werekarait, Werekatyalli, Wergaia, Wirigirek, Woychibirik, Wra gar ite, Yaran, Tatiara dialect, Polin junga, Kangara balak, Padtha way tribe",-36.422927674455,140.49163512472,VIC
Mardidjali ,"Martijali, Jardwadjali, Marditjali, Keribial barap, Keribialbarap, Lake Wallace tribe, Wichintunga, Wintjabarap, Witjintanga, Worangarait, Worangarit, Wragarait, language, speech",-36.967794207335,141.64314094744,SA
Mardidjali ,"Martijali, Jardwadjali, Marditjali, Keribial barap, Keribialbarap, Lake Wallace tribe, Wichintunga, Wintjabarap, Witjintanga, Worangarait, Worangarit, Wragarait, language, speech",-36.967794207335,141.64314094744,VIC
